UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
664	40114261	220	 There was no company name in the product. only a sticker attached. the lid is useless bery light weight. even the tawa is light weight aluminium tawa. get heated very easily. not good for appam patra. I had earlier used Anjali products. either they deteriorated or fake product	no company name product only sticker attach lid useless bery light weight even tawa light weight aluminium tawa get heat very easily not good appam patra have earlier use anjali products either deteriorate fake product	['no', 'company', 'name', 'product', 'only', 'sticker', 'attach', 'lid', 'useless', 'bery', 'light', 'weight', 'even', 'tawa', 'light', 'weight', 'aluminium', 'tawa', 'get', 'heat', 'very', 'easily', 'not', 'good', 'appam', 'patra', 'have', 'earlier', 'use', 'anjali', 'products', 'either', 'deteriorate', 'fake', 'product']	2	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
665	40114261	220	 There was no company name in the product. only a sticker attached. the lid is useless bery light weight. even the tawa is light weight aluminium tawa. get heated very easily. not good for appam patra. I had earlier used Anjali products. either they deteriorated or fake product	no company name product only sticker attach lid useless bery light weight even tawa light weight aluminium tawa get heat very easily not good appam patra have earlier use anjali products either deteriorate fake product	['no', 'company', 'name', 'product', 'only', 'sticker', 'attach', 'lid', 'useless', 'bery', 'light', 'weight', 'even', 'tawa', 'light', 'weight', 'aluminium', 'tawa', 'get', 'heat', 'very', 'easily', 'not', 'good', 'appam', 'patra', 'have', 'earlier', 'use', 'anjali', 'products', 'either', 'deteriorate', 'fake', 'product']	2	NEGATIVE	NEGATIVE	NEGATIVE	light weight	size	insignificant
666	40114261	221	 It is not 28cm diameter. it's only 21cm. wasted my money!	not cm diameter only cm waste money	['not', 'cm', 'diameter', 'only', 'cm', 'waste', 'money']	3	NEGATIVE	NEGATIVE	NEUTRAL	money	price	n/a
667	40114261	221	 It is not 28cm diameter. it's only 21cm. wasted my money!	not cm diameter only cm waste money	['not', 'cm', 'diameter', 'only', 'cm', 'waste', 'money']	3	NEGATIVE	NEGATIVE	NEUTRAL	cm	size	n/a
668	40114261	221	 It is not 28cm diameter. it's only 21cm. wasted my money!	not cm diameter only cm waste money	['not', 'cm', 'diameter', 'only', 'cm', 'waste', 'money']	3	NEGATIVE	NEGATIVE	NEUTRAL	diameter	size	n/a
669	40114261	222	not so good there was dent on the product when i got this.	not good dent product get	['not', 'good', 'dent', 'product', 'get']	1	NEGATIVE	NEGATIVE	NEGATIVE	dent	quality	n/a
670	40114261	222	not so good there was dent on the product when i got this.	not good dent product get	['not', 'good', 'dent', 'product', 'get']	1	NEGATIVE	NEGATIVE	NEGATIVE	good	quality	n/a
671	40114261	223	defect in steel lid Dent in steel lid	defect steel lid dent steel lid	['defect', 'steel', 'lid', 'dent', 'steel', 'lid']	1	NEUTRAL	NEGATIVE	NEUTRAL	defect	quality	n/a
672	40114261	223	defect in steel lid Dent in steel lid	defect steel lid dent steel lid	['defect', 'steel', 'lid', 'dent', 'steel', 'lid']	1	NEUTRAL	NEGATIVE	NEUTRAL	dent	quality	n/a
673	40114261	224	 Very good and nonstick, consumes less oil. Only that the appa kuzhi size could have been bigger.	very good nonstick consume less oil only appa kuzhi size could have bigger	['very', 'good', 'nonstick', 'consume', 'less', 'oil', 'only', 'appa', 'kuzhi', 'size', 'could', 'have', 'bigger']	5	POSITIVE	POSITIVE	POSITIVE	size	size	n/a
674	40114261	224	 Very good and nonstick, consumes less oil. Only that the appa kuzhi size could have been bigger.	very good nonstick consume less oil only appa kuzhi size could have bigger	['very', 'good', 'nonstick', 'consume', 'less', 'oil', 'only', 'appa', 'kuzhi', 'size', 'could', 'have', 'bigger']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
675	40114261	224	 Very good and nonstick, consumes less oil. Only that the appa kuzhi size could have been bigger.	very good nonstick consume less oil only appa kuzhi size could have bigger	['very', 'good', 'nonstick', 'consume', 'less', 'oil', 'only', 'appa', 'kuzhi', 'size', 'could', 'have', 'bigger']	5	POSITIVE	POSITIVE	POSITIVE	bigger	operational_effectiveness	n/a
676	40114261	224	 Very good and nonstick, consumes less oil. Only that the appa kuzhi size could have been bigger.	very good nonstick consume less oil only appa kuzhi size could have bigger	['very', 'good', 'nonstick', 'consume', 'less', 'oil', 'only', 'appa', 'kuzhi', 'size', 'could', 'have', 'bigger']	5	POSITIVE	POSITIVE	POSITIVE	consume	operational_effectiveness	n/a
677	40114261	225	 User friendly	user friendly	['user', 'friendly']	4	POSITIVE	POSITIVE	POSITIVE	friendly	operational_effectiveness	n/a
678	40114261	226	 Good Product	good product	['good', 'product']	3	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
679	40114261	226	 Good Product	good product	['good', 'product']	3	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
680	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	batch	shipping_delivery	n/a
681	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	delivery	shipping_delivery	n/a
682	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	bad	quality	n/a
683	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	dent	quality	n/a
684	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	good	quality	n/a
685	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	make	quality	n/a
686	40114261	227	 product is good, I made 2 batches and they came out nicely. removing 1 star for delivery, the lid was dented, maybe bad handling.	product good make batch come nicely remove star delivery lid dent maybe bad handle	['product', 'good', 'make', 'batch', 'come', 'nicely', 'remove', 'star', 'delivery', 'lid', 'dent', 'maybe', 'bad', 'handle']	3	POSITIVE	POSITIVE	NEGATIVE	handle	operational_effectiveness	n/a
687	40114261	228	 Good	good	['good']	4	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
688	40114261	229	 i want one more product	want one more product	['want', 'one', 'more', 'product']	1	POSITIVE	POSITIVE	NEGATIVE	want	quality	n/a
689	40114261	230	awesome product good product delivered by ritesh	awesome product good product deliver ritesh	['awesome', 'product', 'good', 'product', 'deliver', 'ritesh']	5	POSITIVE	POSITIVE	POSITIVE	deliver	shipping_delivery	n/a
690	40114261	230	awesome product good product delivered by ritesh	awesome product good product deliver ritesh	['awesome', 'product', 'good', 'product', 'deliver', 'ritesh']	5	POSITIVE	POSITIVE	POSITIVE	awesome	quality	n/a
691	40114261	230	awesome product good product delivered by ritesh	awesome product good product deliver ritesh	['awesome', 'product', 'good', 'product', 'deliver', 'ritesh']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
692	40114261	230	awesome product good product delivered by ritesh	awesome product good product deliver ritesh	['awesome', 'product', 'good', 'product', 'deliver', 'ritesh']	5	POSITIVE	POSITIVE	POSITIVE	awesome product	quality	superior quality
693	40114261	230	awesome product good product delivered by ritesh	awesome product good product deliver ritesh	['awesome', 'product', 'good', 'product', 'deliver', 'ritesh']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
694	40114261	231	 good	good	['good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
695	40114261	232	nice the pan is little smaller than what is shown in the picture but still good	nice pan little smaller than show picture but still good	['nice', 'pan', 'little', 'smaller', 'than', 'show', 'picture', 'but', 'still', 'good']	5	POSITIVE	POSITIVE	POSITIVE	smaller	size	n/a
696	40114261	232	nice the pan is little smaller than what is shown in the picture but still good	nice pan little smaller than show picture but still good	['nice', 'pan', 'little', 'smaller', 'than', 'show', 'picture', 'but', 'still', 'good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
697	40114261	232	nice the pan is little smaller than what is shown in the picture but still good	nice pan little smaller than show picture but still good	['nice', 'pan', 'little', 'smaller', 'than', 'show', 'picture', 'but', 'still', 'good']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
698	40114261	232	nice the pan is little smaller than what is shown in the picture but still good	nice pan little smaller than show picture but still good	['nice', 'pan', 'little', 'smaller', 'than', 'show', 'picture', 'but', 'still', 'good']	5	POSITIVE	POSITIVE	POSITIVE	little smaller	size	insignificant
699	40114261	232	nice the pan is little smaller than what is shown in the picture but still good	nice pan little smaller than show picture but still good	['nice', 'pan', 'little', 'smaller', 'than', 'show', 'picture', 'but', 'still', 'good']	5	POSITIVE	POSITIVE	POSITIVE	little small	size	insignificant
700	40114261	233	 best products	best products	['best', 'products']	5	POSITIVE	POSITIVE	POSITIVE	best	quality	n/a
701	40114261	234	Must go for it. Good Product.	must go good product	['must', 'go', 'good', 'product']	4	POSITIVE	POSITIVE	NEUTRAL	good	quality	n/a
702	40114261	234	Must go for it. Good Product.	must go good product	['must', 'go', 'good', 'product']	4	POSITIVE	POSITIVE	NEUTRAL	good product	quality	superior quality
703	40114261	235	 Good	good	['good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
704	40114261	236	 good, nice product	good nice product	['good', 'nice', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
705	40114261	236	 good, nice product	good nice product	['good', 'nice', 'product']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
706	40114261	237	nice product At this cost its a very nice product...that too with lid... which is also an important part	nice product cost very nice product too lid also important part	['nice', 'product', 'cost', 'very', 'nice', 'product', 'too', 'lid', 'also', 'important', 'part']	5	POSITIVE	POSITIVE	POSITIVE	cost	price	n/a
707	40114261	237	nice product At this cost its a very nice product...that too with lid... which is also an important part	nice product cost very nice product too lid also important part	['nice', 'product', 'cost', 'very', 'nice', 'product', 'too', 'lid', 'also', 'important', 'part']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
708	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	good	quality	n/a
709	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	heavy	quality	n/a
710	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	last	quality	n/a
711	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	love	quality	n/a
712	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	cook	operational_effectiveness	n/a
713	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	heat	operational_effectiveness	n/a
714	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	uniform	operational_effectiveness	n/a
715	40114261	238	Good one The base is heavy, and almost uniform heating across all the cavities is observed, leading to uniform cooking. Using it since last one month and in love with the product.	good one base heavy almost uniform heat across cavities observe lead uniform cook use since last one month love product	['good', 'one', 'base', 'heavy', 'almost', 'uniform', 'heat', 'across', 'cavities', 'observe', 'lead', 'uniform', 'cook', 'use', 'since', 'last', 'one', 'month', 'love', 'product']	5	NEUTRAL	POSITIVE	NEUTRAL	use	operational_effectiveness	n/a
716	40114261	239	 Good	good	['good']	3	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
717	40114261	240	yes nice	yes nice	['yes', 'nice']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
718	40114261	241	I did like this product quality issue	do like product quality issue	['do', 'like', 'product', 'quality', 'issue']	2	NEUTRAL	POSITIVE	NEGATIVE	issue	quality	n/a
719	40114261	241	I did like this product quality issue	do like product quality issue	['do', 'like', 'product', 'quality', 'issue']	2	NEUTRAL	POSITIVE	NEGATIVE	like	quality	n/a
720	40114261	241	I did like this product quality issue	do like product quality issue	['do', 'like', 'product', 'quality', 'issue']	2	NEUTRAL	POSITIVE	NEGATIVE	quality	quality	n/a
721	40114261	241	I did like this product quality issue	do like product quality issue	['do', 'like', 'product', 'quality', 'issue']	2	NEUTRAL	POSITIVE	NEGATIVE	do	operational_effectiveness	n/a
722	40114261	242	good product 	good product	['good', 'product']	4	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
723	40114261	242	good product 	good product	['good', 'product']	4	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
724	40186127	243	 very small size	very small size	['very', 'small', 'size']	1	NEGATIVE	NEUTRAL	NEGATIVE	size	size	n/a
725	40186127	243	 very small size	very small size	['very', 'small', 'size']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
726	40186127	243	 very small size	very small size	['very', 'small', 'size']	1	NEGATIVE	NEUTRAL	NEGATIVE	very small size	size	insignificant
727	40186127	244	 very good product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
728	40186127	244	 very good product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
729	40186127	245	Has scratches, disappointed The pan has scratches	have scratch disappoint pan have scratch	['have', 'scratch', 'disappoint', 'pan', 'have', 'scratch']	1	NEUTRAL	NEGATIVE	NEUTRAL	disappoint	quality	n/a
730	40186127	245	Has scratches, disappointed The pan has scratches	have scratch disappoint pan have scratch	['have', 'scratch', 'disappoint', 'pan', 'have', 'scratch']	1	NEUTRAL	NEGATIVE	NEUTRAL	scratch	quality	n/a
731	40186127	246	 very small size	very small size	['very', 'small', 'size']	1	NEGATIVE	NEUTRAL	NEGATIVE	size	size	n/a
732	40186127	246	 very small size	very small size	['very', 'small', 'size']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
733	40186127	246	 very small size	very small size	['very', 'small', 'size']	1	NEGATIVE	NEUTRAL	NEGATIVE	very small size	size	insignificant
734	40186127	247	 very good product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
735	40186127	247	 very good product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
736	40186127	248	Has scratches, disappointed The pan has scratches	have scratch disappoint pan have scratch	['have', 'scratch', 'disappoint', 'pan', 'have', 'scratch']	1	NEUTRAL	NEGATIVE	NEUTRAL	disappoint	quality	n/a
737	40186127	248	Has scratches, disappointed The pan has scratches	have scratch disappoint pan have scratch	['have', 'scratch', 'disappoint', 'pan', 'have', 'scratch']	1	NEUTRAL	NEGATIVE	NEUTRAL	scratch	quality	n/a
738	40009195	249	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	return	quality	n/a
739	40009195	249	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	want	quality	n/a
740	40009195	249	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	friendly	operational_effectiveness	n/a
741	40009195	249	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	induction	operational_effectiveness	n/a
742	40009195	249	 It is not induction friendly. So I want to return it.	not induction friendly want return	['not', 'induction', 'friendly', 'want', 'return']	5	POSITIVE	NEGATIVE	NEUTRAL	want to return	shipping_delivery	need replacement
743	40009195	250	clip not given bad quality	clip not give bad quality	['clip', 'not', 'give', 'bad', 'quality']	1	NEGATIVE	POSITIVE	NEGATIVE	bad	quality	n/a
744	40009195	250	clip not given bad quality	clip not give bad quality	['clip', 'not', 'give', 'bad', 'quality']	1	NEGATIVE	POSITIVE	NEGATIVE	quality	quality	n/a
745	40009195	250	clip not given bad quality	clip not give bad quality	['clip', 'not', 'give', 'bad', 'quality']	1	NEGATIVE	POSITIVE	NEGATIVE	bad quality	quality	poor quality
746	40009195	251	bad Bad colaty	bad bad colaty	['bad', 'bad', 'colaty']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
747	40009195	252	 very good	very good	['very', 'good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
748	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
749	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
750	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	coat	quality	n/a
751	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	poor	quality	n/a
752	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
753	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	return	quality	n/a
754	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	teflon	quality	n/a
755	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad quality	quality	poor quality
756	40009209	253	poor quality teflon coating very bad quality product. removing the sticker that is on the pan surface, removed the teflon coating. u can imagine how poor the quality of the teflon coating is. We returned this product for a refund.	poor quality teflon coat very bad quality product remove sticker pan surface remove teflon coat can imagine poor quality teflon coat return product refund	['poor', 'quality', 'teflon', 'coat', 'very', 'bad', 'quality', 'product', 'remove', 'sticker', 'pan', 'surface', 'remove', 'teflon', 'coat', 'can', 'imagine', 'poor', 'quality', 'teflon', 'coat', 'return', 'product', 'refund']	1	NEGATIVE	NEGATIVE	NEGATIVE	poor quality	quality	poor quality
757	40009209	254	 too small	too small	['too', 'small']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
758	40009209	255	 nice product	nice product	['nice', 'product']	4	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
759	40009209	256	 Ok	ok	['ok']	3	POSITIVE	POSITIVE	POSITIVE	ok	quality	n/a
760	40009199	257	 Best quality	best quality	['best', 'quality']	5	POSITIVE	POSITIVE	POSITIVE	best	quality	n/a
761	40009199	257	 Best quality	best quality	['best', 'quality']	5	POSITIVE	POSITIVE	POSITIVE	quality	quality	n/a
762	40009199	258	 Excellent product	excellent product	['excellent', 'product']	5	POSITIVE	POSITIVE	POSITIVE	excellent	quality	n/a
763	40009199	258	 Excellent product	excellent product	['excellent', 'product']	5	POSITIVE	POSITIVE	POSITIVE	excellent product	quality	superior quality
764	40009199	259	 I want to return the product. It doesn't have flat surface.	want return product do not have flat surface	['want', 'return', 'product', 'do', 'not', 'have', 'flat', 'surface']	3	NEUTRAL	POSITIVE	NEGATIVE	return	quality	n/a
765	40009199	259	 I want to return the product. It doesn't have flat surface.	want return product do not have flat surface	['want', 'return', 'product', 'do', 'not', 'have', 'flat', 'surface']	3	NEUTRAL	POSITIVE	NEGATIVE	want	quality	n/a
766	40009199	259	 I want to return the product. It doesn't have flat surface.	want return product do not have flat surface	['want', 'return', 'product', 'do', 'not', 'have', 'flat', 'surface']	3	NEUTRAL	POSITIVE	NEGATIVE	do	operational_effectiveness	n/a
767	40009199	259	 I want to return the product. It doesn't have flat surface.	want return product do not have flat surface	['want', 'return', 'product', 'do', 'not', 'have', 'flat', 'surface']	3	NEUTRAL	POSITIVE	NEGATIVE	want to return	shipping_delivery	need replacement
768	40009199	260	 nice good	nice good	['nice', 'good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
769	40009199	260	 nice good	nice good	['nice', 'good']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
770	40014038	261	 It's seems to have quality issues and there are scratches as well as marks on the backside of the pan. Not a new one but a refurbished one. I have been using Futura for years and this quality is not up to mark.	seem have quality issue scratch well mark backside pan not new one but refurbish one have use futura years quality not up mark	['seem', 'have', 'quality', 'issue', 'scratch', 'well', 'mark', 'backside', 'pan', 'not', 'new', 'one', 'but', 'refurbish', 'one', 'have', 'use', 'futura', 'years', 'quality', 'not', 'up', 'mark']	1	NEGATIVE	POSITIVE	NEGATIVE	issue	quality	n/a
